Id,Tags,Score,CreationDate,ViewCount,AnswerCount,CommentCount,FavoriteCount,AskerId,Reputation,TagCount,TitleLength,Technology,AorN
893913,<version-control><code-generation>,108,5/21/2009 16:53,13839,27,5,26,1363,14780,2,8,null,N
1787166,<sql-server><sql-server-2005><reportingservices-2005>,1,11/24/2009 1:03,144,1,0,1,1363,14780,3,9,null,N
1150070,<sharepoint><content-type>,4,7/19/2009 14:54,6423,2,1,1,1365,2827,2,6,sharepoint,N
1325687,<javascript><sharepoint><textfield>,2,8/25/2009 1:59,1784,2,0,,1365,2827,3,4,javascript,N
587136,<c#><mapi><mapisendmail>,1,2/25/2009 18:03,7949,3,2,,1365,2827,3,7,c#,N
946321,<language-agnostic><automation>,0,6/3/2009 18:16,126,2,1,,5056,99965,2,13,null,N
745071,<visual-studio><installation><virtualization><virtualbox>,0,4/13/2009 19:29,1627,1,3,,5056,99965,4,5,null,N
1652344,<css>,0,10/30/2009 21:10,731,12,0,2,5056,99965,1,7,css,N
965004,<ruby><scripting><telnet>,1,6/8/2009 13:47,2661,2,1,,5056,99965,3,8,ruby,N
1259606,<wpf><grid><mouseevent>,9,8/11/2009 10:45,17679,8,2,3,1367,25855,3,16,null,N
1702012,<.net><drawing>,1,11/9/2009 16:09,143,0,0,,1367,25855,2,10,.net,N
714501,<sql><session-state><load-balancing>,1,4/3/2009 15:38,850,1,0,,1375,6337,3,13,sql,N
1150297,<jquery><css><jquery-ui><google-maps>,7,7/19/2009 16:48,11334,4,2,0,5058,14607,4,6,jquery,N
950628,<sql><mysql>,4,6/4/2009 13:34,3933,6,1,1,5058,14607,2,11,sql,N
1411937,<javascript><jquery><mouseevent>,0,9/11/2009 16:19,464,1,1,,5058,14607,3,10,javascript,N
1748785,<google-maps>,2,11/17/2009 13:13,1149,2,0,1,5058,14607,1,12,null,N
1513960,<.net><vsto><office-2007><office-2003>,4,10/3/2009 14:55,1824,2,2,,2591,3898,4,7,.net,N
1872223,<.net><msbuild><permissions>,4,12/9/2009 7:36,1170,1,0,,2591,3898,3,7,.net,N
848923,<c#><.net><windows><winforms>,4,5/11/2009 16:30,479,6,0,1,191,15163,4,10,c#,N
756347,<c#><.net><datatable><rowstate>,0,4/16/2009 14:22,1115,1,0,,191,15163,4,6,c#,N
878086,<.net><frameworks>,1,5/18/2009 14:39,445,2,1,,191,15163,2,8,.net,N
728650,<winforms><.net-2.0><crosstab>,1,4/8/2009 5:43,403,1,0,,191,15163,3,7,null,N
1796657,<.net><microsoft-sync-framework><data-conversion>,0,11/25/2009 12:37,271,1,0,,191,15163,3,8,.net,N
1362160,<multilingual><speech-recognition><cmusphinx>,1,9/1/2009 12:13,836,1,0,,191,15163,3,7,null,N
1750338,<.net><sockets><nat>,1,11/17/2009 17:10,342,3,3,,191,15163,3,8,.net,N
1356056,<c#><bluetooth><hyperlink>,0,8/31/2009 6:20,3230,2,0,0,191,15163,3,12,c#,N
1502970,<.net><ms-office><docx><doc><wordml>,2,10/1/2009 9:51,1958,2,0,,2591,3898,5,6,.net,N
1074873,<.net><wpf><xaml><xhtml>,0,7/2/2009 14:55,918,2,0,,2591,3898,4,4,.net,N
951233,<.net><assemblies><reference><activex>,0,6/4/2009 15:20,831,1,0,,2591,3898,4,20,.net,N
1940884,<actionscript-3><flvplayback>,0,12/21/2009 15:52,783,1,0,,192,68063,2,14,null,N
1109623,<sql-server><ssms><sql-scripts>,5,7/10/2009 13:46,11655,4,5,,192,68063,3,9,null,N
423992,<linq-to-sql><json><serialization><json.net>,0,1/8/2009 11:47,303,1,0,,192,68063,4,5,null,N
810602,<c#><asp.net><directory><getfiles><getdirectories>,0,5/1/2009 8:10,3926,3,0,,192,68063,5,8,c#,N
1667291,<c#><c++><version>,1,11/3/2009 13:17,1413,1,0,,194,28715,3,11,c#,N
1888463,<c#><windows><mono><gtk#>,5,12/11/2009 14:36,520,1,0,1,194,28715,4,8,c#,N
1449136,<c#><naudio>,10,9/19/2009 18:10,18633,2,0,5,194,28715,2,5,c#,N
828468,<windows-ce>,1,5/6/2009 7:44,28548,2,0,1,195,2048,1,11,null,N
749477,<ruby-on-rails><ruby><testing><activerecord><database-connection>,3,4/14/2009 21:39,2198,1,2,1,1376,4043,5,10,ruby-on-rails,N
890444,<jquery><flash><clipboard><zeroclipboard>,2,5/20/2009 21:50,3894,1,2,,1376,4043,4,12,jquery,N
1398125,<ruby><comparison><benchmarking><logging><syslog>,6,9/9/2009 7:38,3340,4,0,1,1376,4043,5,7,ruby,N
1326474,<javascript><iphone><xmlhttprequest><dashcode>,1,8/25/2009 7:02,2764,3,3,,198,16743,4,5,javascript,N
645932,<image><pdf><latex>,4,3/14/2009 13:47,13988,10,0,3,199,16729,3,13,null,N
1972172,<python><algorithm><interpolation>,8,12/28/2009 23:46,4978,3,2,2,199,16729,3,8,python,N
436731,<c#><.net><visual-studio><datagridview><interface>,5,1/12/2009 19:43,8943,3,0,1,199,16729,5,12,c#,N
1483652,<wpf><data-binding><combobox>,3,9/27/2009 14:13,4232,3,3,1,202,7749,3,4,null,N
1064243,<php><authentication><session><cross-domain>,92,6/30/2009 15:12,85923,17,3,67,204,13960,4,5,php,N
1946265,<javascript><jquery><python><serialization>,2,12/22/2009 13:03,254,2,0,,2592,12543,4,11,javascript,N
991813,<python><macos><hardware>,3,6/13/2009 23:52,2279,1,0,2,2592,12543,3,7,python,N
1215704,<python><django><paypal>,4,8/1/2009 2:45,5448,3,2,2,2592,12543,3,10,python,N
1737524,<python><user-input>,9,11/15/2009 13:23,1463,4,4,2,2592,12543,2,8,python,N
908258,<python><django>,97,5/25/2009 22:26,85164,7,1,54,2592,12543,2,6,python,N
781896,<python><resources><performance><queue>,0,4/23/2009 14:08,253,8,1,1,2592,12543,4,9,python,N
1904843,<c++><c><tiff><libtiff>,7,12/15/2009 2:21,7013,7,1,,2594,1780,4,8,c++,N
902422,<vb.net><winforms><.net-3.5><listview>,0,5/23/2009 20:26,997,1,3,,1391,1763,4,15,null,N
1704084,<unix><crontab>,3,11/9/2009 21:46,1528,3,0,1,1397,607,2,12,null,N
662540,<c++><winforms><atl>,0,3/19/2009 15:04,218,1,0,,1398,2505,3,11,c++,N
788346,<sql-server-2005><ssis>,0,4/25/2009 6:23,1937,2,0,,1401,305,2,14,null,N
1667833,<.net><linq-to-sql><c#-3.0>,1,11/3/2009 14:54,1248,2,0,,1405,2936,3,12,.net,N
497685,<cuda><timeout><gpgpu><gpu-programming>,32,1/30/2009 23:29,25030,8,0,19,5070,1880,4,15,null,N
1603520,<cuda><gpgpu><nvcc>,1,10/21/2009 20:48,3043,3,5,,5070,1880,3,13,null,N
1663729,<java><swing><look-and-feel>,8,11/2/2009 21:10,6934,2,0,1,5074,29271,3,6,java,N
779283,<c#><.net><user-interface><cross-platform>,16,4/22/2009 21:20,20807,11,0,6,5074,29271,4,8,c#,N
671693,<.net><subsonic><dynamic-schema>,0,3/22/2009 22:16,444,3,0,,208,65780,3,4,.net,N
864232,<c#><.net><active-directory><smtp><directoryservices>,1,5/14/2009 16:03,4358,5,0,,208,65780,5,8,c#,N
848579,<subsonic>,1,5/11/2009 15:13,122,2,0,,208,65780,1,2,null,N
761860,<nhibernate><architecture>,0,4/17/2009 19:33,131,1,1,,2595,1943,2,4,nhibernate,N
1911030,<asp.net><iis-6>,0,12/15/2009 22:52,1149,4,6,,2596,51606,2,20,asp.net,N
1334555,<vb.net>,0,8/26/2009 13:08,802,1,0,,12178,22617,1,9,null,N
549579,<web><user-interface><navigation>,1,2/14/2009 19:03,875,3,0,,1405,2936,3,6,null,N
711369,<jsp><jstl>,2,4/2/2009 20:03,1536,2,0,,1406,8153,2,15,null,N
757299,<jpa>,5,4/16/2009 17:54,2919,3,0,3,1406,8153,1,9,null,N
426163,<java><ide><3d>,6,1/8/2009 21:54,330,2,1,,1406,8153,3,11,java,N
811545,<jquery><css><jquery-ui>,12,5/1/2009 14:18,14883,7,1,1,1406,8153,3,11,jquery,N
1662138,<asp.net><performance><iis><memory><hosting>,1,11/2/2009 15:58,471,1,2,,1407,8804,5,6,asp.net,N
925895,<sql><sql-server><tsql>,1,5/29/2009 13:16,158,1,0,,1407,8804,3,5,sql,N
1351256,<silverlight><mvvm>,0,8/29/2009 11:52,2825,2,0,,1407,8804,2,5,null,N
1358885,<asp.net-mvc><linq-to-sql><json><serialization>,3,8/31/2009 18:57,1159,1,0,,2596,51606,4,7,asp.net-mvc,N
407930,<c#><asp.net><performancecounter>,1,1/2/2009 20:22,1762,1,0,2,2596,51606,3,13,c#,N
579092,<apache-flex><flex3><flexbuilder>,6,2/23/2009 19:55,5710,5,0,1,1409,33035,3,9,null,N
1743210,<apache-flex><actionscript-3>,3,11/16/2009 16:18,533,3,0,,1409,33035,2,12,null,N
956224,<windows><autohotkey>,8,6/5/2009 14:38,9258,2,0,1,1409,33035,2,6,windows,N
703369,<eclipse><ant><build-process>,1,3/31/2009 22:41,1271,3,2,,1412,51663,3,10,null,N
742392,<svn><sandcastle><robocopy>,1,4/12/2009 20:42,208,1,1,,2596,51606,3,10,null,N
1482353,<xml><winforms><xml-editor>,1,9/26/2009 22:47,2241,2,2,,2596,51606,3,5,xml,N
1208214,<java><api><linker><java-native-interface>,0,7/30/2009 17:51,197,1,0,,1412,51663,4,8,java,N
1602515,<java><eclipse><autocomplete>,24,10/21/2009 18:03,1946,0,0,0,1412,51663,3,11,java,N
440408,<java><installation><java-native-interface><shared-libraries><autotools>,2,1/13/2009 19:25,471,1,0,1,1412,51663,5,8,java,N
1127920,<java><eclipse><suppress-warnings><generated-code>,111,7/14/2009 20:44,33652,13,1,25,1412,51663,4,14,java,N
826246,<java><collections><list><guava>,5,5/5/2009 18:21,5383,10,2,2,1412,51663,4,5,java,N
1435173,<java><c++><java-native-interface><iostream><outputstream>,15,9/16/2009 20:07,4963,3,0,3,1412,51663,5,7,java,N
683533,<java><generics><casting>,35,3/25/2009 21:25,15774,5,5,8,1412,51663,3,5,java,N
1798016,<java><junit><assertions>,29,11/25/2009 16:10,11564,4,4,3,1412,51663,3,7,java,N
612672,<macos><64-bit><shared-libraries><autoconf>,1,3/4/2009 22:03,3827,3,2,2,1412,51663,4,10,null,N
1074491,<java><maven-2><ant><maven-plugin><mojo>,0,7/2/2009 13:55,2167,2,0,,1412,51663,5,8,java,N
1140069,<.net><asp.net><msbuild><import>,1,7/16/2009 20:24,2178,2,0,,208,65780,4,3,.net,N
1245145,<asp.net><web-deployment-project><precompiled><virtualpathprovider>,6,8/7/2009 14:42,2014,3,1,,208,65780,4,6,asp.net,N
738121,<sql-server-2005><replication><varbinary>,3,4/10/2009 16:09,1358,2,2,1,208,65780,3,5,null,N
1018075,<html><image><semantics>,1,6/19/2009 13:52,474,2,1,,208,65780,3,3,html,N
661482,<.net><windows><http><caching>,1,3/19/2009 8:54,430,2,0,1,209,17243,4,7,.net,N
670566,<c#><.net><windows><path><filesystems>,97,3/22/2009 4:50,97490,7,5,11,209,17243,5,6,c#,N
746745,<eclipse><uml><reverse-engineering>,3,4/14/2009 8:28,1868,1,0,,209,17243,3,11,null,N
750760,<java><eclipse><rapid-prototyping>,3,4/15/2009 8:18,1148,2,0,,209,17243,3,8,java,N
1390303,<iphone><objective-c>,0,9/7/2009 17:26,598,1,0,1,209,17243,2,7,null,N
756682,<c#><.net><c#-3.0>,0,4/16/2009 15:29,601,1,2,2,209,17243,3,10,c#,N
1267653,<c#><asp.net-mvc>,0,8/12/2009 17:45,258,1,2,,209,17243,2,11,c#,N
897517,<php><post><file-upload><curl>,2,5/22/2009 12:04,5237,2,3,2,17734,1138,4,11,php,N
1324481,<asp.net><iis-7><gzip>,23,8/24/2009 20:11,34968,3,1,12,17744,98589,3,6,asp.net,N
1094401,<wpf><triggers>,26,7/7/2009 19:43,41316,4,0,7,17744,98589,2,11,null,N
554493,<java><wpf>,10,2/16/2009 20:44,21309,4,0,1,17744,98589,2,4,java,N
1616488,<winapi><sd-card>,3,10/23/2009 23:42,8122,1,3,,12193,33027,2,8,null,N
1852719,<java><maven-2><dependencies>,4,12/5/2009 16:53,9481,3,2,,1412,51663,3,8,java,N
604930,<c#><excel-2007><office-interop><primary-interop-assembly>,1,3/3/2009 2:54,7331,1,0,1,209,17243,4,10,c#,N
780255,<database><architecture><orm>,3,4/23/2009 3:56,1143,5,1,2,209,17243,3,7,null,N
910997,<visual-studio>,0,5/26/2009 14:30,104,2,1,,209,17243,1,13,null,N
724417,<c#><.net><asp.net-mvc>,1,4/7/2009 7:04,176,1,0,,209,17243,3,10,c#,N
796682,<.net><wcf><wcf-binding><was><net.tcp>,4,4/28/2009 7:44,14859,3,0,4,5085,957,5,8,.net,N
650223,<linux><x11><motif>,3,3/16/2009 12:31,5300,2,1,0,12211,41,3,6,linux,N
1524339,<macos><interface-builder><applescript>,1,10/6/2009 8:42,581,1,0,,12211,41,3,7,null,N
1832904,<dto><entities>,0,12/2/2009 13:27,57,1,0,,12230,2054,2,11,null,N
1239936,<sql-server><reporting-services><reporting>,1,8/6/2009 16:11,3552,2,0,,12242,3555,3,12,null,N
630612,<php><character-encoding>,0,3/10/2009 14:53,881,3,1,,5090,179,2,5,php,N
1453670,<swt>,0,9/21/2009 9:46,816,2,0,,5090,179,1,11,null,N
1559354,<sql-server><visual-studio><visual-studio-2008><sql-server-2008><visual-studio-2008-db>,1,10/13/2009 10:22,2209,1,0,1,5096,1377,5,13,null,N
669981,<c#><.net><locking>,1,3/21/2009 20:56,2813,6,0,,12243,28715,3,5,c#,N
715673,<c#><.net><c><cross-language>,1,4/3/2009 20:47,262,2,0,,12243,28715,4,7,c#,N
497118,<c#><visual-studio><unit-testing>,16,1/30/2009 20:29,17949,3,0,10,12243,28715,3,10,c#,N
1982460,<c#><.net><events>,0,12/30/2009 20:59,188,1,2,,12243,28715,3,14,c#,N
675275,<c#><.net><database><ms-access>,0,3/23/2009 21:19,4270,3,0,,12243,28715,4,8,c#,N
1896511,<silverlight><silverlight-4.0><wcf-ria-services>,2,12/13/2009 13:29,1478,2,0,,17744,98589,3,9,null,N
1777797,<silverlight><silverlight-3.0>,9,11/22/2009 4:20,1996,8,2,,17744,98589,2,7,null,N
1246169,<wpf><stackpanel>,1,8/7/2009 17:57,599,2,0,1,17744,98589,2,12,null,N
1169057,<c#><visual-studio-2010><unit-testing><mstest><expected-exception>,7,7/23/2009 0:59,2771,5,2,3,17744,98589,5,6,c#,N
492636,<design-patterns><domain-driven-design>,9,1/29/2009 17:36,4481,2,1,3,17744,98589,2,7,null,N
689391,<asp.net><ssl><iis-6>,0,3/27/2009 11:29,375,1,2,,17744,98589,3,7,asp.net,N
945627,<asp.net-mvc><asp.net-mvc-routing>,3,6/3/2009 16:13,895,1,2,0,17744,98589,2,5,asp.net-mvc,N
1700066,<wcf><performance><mtom>,0,11/9/2009 9:56,970,1,0,,5110,4853,3,10,null,N
1149495,<sql-server><iterator><sql-server-ce><dynamic-sql>,1,7/19/2009 8:46,420,2,3,,5111,79,4,9,null,N
1178892,<visual-studio><xcode><ide><navigation><cursor-position>,9,7/24/2009 16:58,1581,5,0,,5113,12964,5,10,null,N
883998,<sql-server><database><vb.net>,1,5/19/2009 17:12,678,2,4,,5113,12964,3,11,null,N
583968,<compact-framework><alphanumeric>,2,2/24/2009 22:45,246,0,1,,5115,960,2,5,null,N
441496,<php><session><ssl><https>,64,1/14/2009 0:47,67551,16,1,26,5123,2518,4,10,php,N
416067,<performance><multithreading><jboss><jms>,2,1/6/2009 10:42,1650,2,0,2,1428,31198,4,17,null,N
1206311,<java><deployment><web-applications><maven-2><jakarta-ee>,5,7/30/2009 12:34,368,2,0,,1428,31198,5,9,java,N
1458418,<java><web-applications>,2,9/22/2009 6:24,901,3,3,,1428,31198,2,6,java,N
1074572,<web-services><xslt><data-structures><soap>,1,7/2/2009 14:07,101,2,3,1,1428,31198,4,11,soap,N
618222,<java><xslt><jxpath>,2,3/6/2009 9:38,1396,3,0,1,1428,31198,3,10,java,N
465001,<spring><maven-2>,9,1/21/2009 11:59,15761,5,0,5,1428,31198,2,11,null,N
1920683,<java><soap><annotations><jbossws>,1,12/17/2009 10:07,1955,1,0,,1428,31198,4,10,java,N
1487380,<algorithm><numbers>,1,9/28/2009 14:34,282,3,3,1,1428,31198,2,12,null,N
578772,<c#><vb.net><.net-3.5><reference>,0,2/23/2009 18:40,1210,2,0,,12243,28715,4,9,c#,N
612572,<c#><winforms><char><keypress>,3,3/4/2009 21:40,2605,2,0,1,12243,28715,4,9,c#,N
906754,<asp.net-mvc><model-view-controller>,2,5/25/2009 13:30,1659,3,2,,209,17243,2,7,asp.net-mvc,N
852281,<c#><asp.net-mvc><iis-7>,0,5/12/2009 11:29,281,1,0,1,209,17243,3,7,c#,N
651843,<linux><rsync>,0,3/16/2009 19:34,6536,3,0,,12243,28715,2,9,linux,N
865572,<winforms><data-binding><.net-3.5><datepicker><nullable>,1,5/14/2009 20:30,2294,4,1,1,12243,28715,5,10,null,N
660019,<c#><.net-3.5><shadow-copy>,7,3/18/2009 20:43,7246,3,0,1,12243,28715,3,12,c#,N
917830,<crystal-reports>,1,5/27/2009 20:20,5021,2,0,1,12243,28715,1,9,null,N
552301,<.net><windows><debugging>,0,2/16/2009 4:58,135,4,2,,5133,8106,3,5,.net,N
648772,<.net><controls>,0,3/15/2009 23:09,492,4,0,,5133,8106,2,6,.net,N
507818,<javascript><css><optimization><web><performance>,12,2/3/2009 16:24,5747,11,1,7,5139,4563,5,15,javascript,N
1555833,<java><unit-testing><tomcat><jetty>,0,10/12/2009 17:21,443,1,1,1,5144,7466,4,15,java,N
451491,<javascript><html><textarea>,14,1/16/2009 18:41,9660,8,2,6,5144,7466,3,16,javascript,N
897073,<serialization><compact-framework>,4,5/22/2009 9:32,1389,1,2,1,5147,16411,2,10,null,N
536352,<c#><https><webclient>,62,2/11/2009 11:15,44725,3,4,14,5147,16411,3,4,c#,N
718793,<css><internet-explorer-6>,1,4/5/2009 11:31,3137,2,7,,5168,23131,2,12,css,N
1470731,<java><spring><jdbc><error-handling><db2>,14,9/24/2009 9:53,8876,3,1,3,1431,30439,5,9,java,N
885232,<c#><asp.net><gwt>,7,5/19/2009 21:56,8258,8,0,6,1432,26045,3,10,c#,N
1094807,<scripting><matrix><svg>,2,7/7/2009 20:53,6807,4,6,,1432,26045,3,8,null,N
804023,<java><applet><opera><securitymanager>,4,4/29/2009 20:03,1775,4,0,1,1432,26045,4,11,java,N
710723,<c#><search><parameters><full-text-search><db2>,1,4/2/2009 17:21,1989,1,0,1,1432,26045,5,10,c#,N
864431,<c++><windows><winapi>,-2,5/14/2009 16:41,3207,6,2,,12243,28715,3,11,c++,N
910796,<c#><strongly-typed-dataset><sql-server-2005-express>,1,5/26/2009 13:50,279,3,6,1,12243,28715,3,15,c#,N
1823125,<asp.net><asp.net-mvc><code-access-security>,7,11/30/2009 23:27,5429,0,1,0,2603,100748,3,7,asp.net,N
889442,<asp.net><asp.net-mvc>,6,5/20/2009 18:19,8619,4,0,4,17765,853,2,7,asp.net,N
1089150,<c#><.net><xml><sql-server-2005><compression>,4,7/6/2009 20:49,7627,4,1,1,17765,853,5,10,c#,N
1310500,<c#><data-binding><list>,1,8/21/2009 7:33,877,2,2,1,17766,3909,3,6,c#,N
1711097,<sharepoint><wspbuilder><safecontrols>,0,11/10/2009 20:51,3159,1,0,1,17767,2207,3,11,sharepoint,N
444464,<asp.net><visual-studio><windows-installer>,1,1/14/2009 20:05,260,1,2,,17767,2207,3,7,asp.net,N
779014,<sql><full-text-search><db2>,3,4/22/2009 20:19,206,0,0,0,1432,26045,3,13,sql,N
1070327,<java><macos><applet><quartz-graphics>,0,7/1/2009 17:19,1885,1,0,,1432,26045,4,11,java,N
738642,<java><tomcat><jsf><icefaces><java-ee-5>,1,4/10/2009 19:34,6829,4,0,1,1432,26045,5,3,java,N
658986,<java><html><email><email-integration>,4,3/18/2009 16:20,621,2,0,,1432,26045,4,6,java,N
1757098,<java><spring><jakarta-ee><spring-mvc>,3,11/18/2009 16:09,4150,1,2,2,1432,26045,4,7,java,N
1001766,<java><macos>,1,6/16/2009 14:13,676,1,0,,1432,26045,2,6,java,N
1659396,<java><android><google-maps><gps>,8,11/2/2009 4:17,4011,1,1,1,1432,26045,4,3,java,N
1581527,<apache-flex><flash><actionscript-3>,6,10/17/2009 5:55,962,3,0,2,1432,26045,3,5,null,N
829371,<java><jakarta-ee><netbeans><jboss><jboss5.x>,0,5/6/2009 12:41,890,1,1,,1432,26045,5,6,java,N
532628,<.net><console-application>,0,2/10/2009 14:48,428,2,12,,1433,4249,2,4,.net,N
1160716,<visual-studio-2008>,1,7/21/2009 17:58,749,4,0,,12252,6222,1,13,null,N
1178447,<sharepoint>,2,7/24/2009 15:32,958,5,0,2,12252,6222,1,5,sharepoint,N
998224,<latex>,1,6/15/2009 20:33,342,1,0,,1438,19194,1,9,null,N
583889,<unix><shell><tar>,72,2/24/2009 22:23,77792,3,0,30,1438,19194,3,11,null,N
1158989,<.net><soap><mobile><mms><mm7>,0,7/21/2009 12:50,747,1,0,,17772,8420,5,6,.net,N
894644,<c#><sorting>,2,5/21/2009 19:22,3634,3,0,1,12252,6222,2,16,c#,N
1977278,<c#><.net><html><html-agility-pack>,1,12/29/2009 22:18,841,1,1,,12252,6222,4,13,c#,N
1166454,<asp.net>,0,7/22/2009 16:19,726,1,0,,12252,6222,1,6,asp.net,N
721505,<iis><iis-7><appcmd>,14,4/6/2009 13:45,13333,3,1,1,5182,23301,3,13,null,N
418345,<c#><.net-3.5><monitor>,4,1/6/2009 21:53,873,2,2,1,5188,6804,3,3,c#,N
1505941,<php><session>,0,10/1/2009 19:22,261,5,4,,1444,1241,2,5,php,N
611358,<web-applications><accessibility><w3c><wcag>,7,3/4/2009 16:30,565,1,0,3,17777,341,4,12,null,N
729583,<python>,58,4/8/2009 11:30,54076,7,0,13,1448,31194,1,6,python,N
1149280,<python><python-sphinx><autodoc>,28,7/19/2009 5:07,13165,8,0,5,1448,31194,3,9,python,N
832284,<c++><qt><animation>,2,5/6/2009 23:26,1534,1,0,,1449,5527,3,3,c++,N
504475,<mysql><stored-procedures><mysqldump>,5,2/2/2009 19:09,3090,2,1,1,1449,5527,3,7,mysql,N
1037957,<.net><usb><performance><folderbrowserdialog>,0,6/24/2009 12:06,376,2,1,,5190,238949,4,15,.net,N
1393261,<mobile><full-text-search><search-engine><mobile-phones><full-text-indexing>,1,9/8/2009 10:42,335,1,0,1,5190,238949,5,11,null,N
1681431,<java><jna><application-shutdown><jvm-crash>,0,11/5/2009 15:52,802,2,0,,2612,5236,4,10,java,N
1080634,<java><desktop>,61,7/3/2009 19:52,92011,8,0,7,2612,5236,2,8,java,N
1705995,<oop><networking><automation><snmp>,0,11/10/2009 6:28,460,3,1,,2617,2816,4,6,oop,N
1603261,<coldfusion><web-services><wsdl>,1,10/21/2009 20:02,2664,2,0,,12267,7716,3,6,null,N
1521400,<sql-server><database><ldap><connection-string>,4,10/5/2009 17:38,1369,5,0,3,2627,13990,4,12,null,N
596608,<jquery><html><css><jquery-ui><position>,398,2/27/2009 20:43,920361,15,3,94,2627,13990,5,4,jquery,N
1015375,<asp.net-mvc><validation>,1,6/18/2009 21:46,1084,1,0,,230,27279,2,6,asp.net-mvc,N
663686,<e-commerce><storefront>,0,3/19/2009 19:30,604,2,0,,230,27279,2,6,null,N
710903,<nhibernate><fluent-nhibernate><medium-trust>,3,4/2/2009 18:06,7241,1,0,1,230,27279,3,7,nhibernate,N
1098518,<php><xml><layout><magento><controller>,2,7/8/2009 14:39,19106,1,3,1,230,27279,5,11,php,N
1947209,<java><cross-platform><protocol-handler><custom-url-protocol>,21,12/22/2009 15:46,7669,6,4,12,230,27279,4,9,java,N
799275,<asp.net-mvc><validation><xval>,1,4/28/2009 18:29,782,2,0,,230,27279,3,13,asp.net-mvc,N
503784,<c#><xml><unit-testing><nunit>,34,2/2/2009 16:19,21331,13,0,3,230,27279,4,4,c#,N
586884,<asp.net><enterprise-library>,2,2/25/2009 17:02,568,0,0,,17777,341,2,5,asp.net,N
577764,<asp.net><html><accessibility>,2,2/23/2009 14:18,287,3,0,,17777,341,3,10,asp.net,N
606678,<web><accessibility><w3c><wcag>,3,3/3/2009 14:52,805,5,0,,17777,341,4,13,null,N
1207433,<wpf><virtualization><virtualizingstackpanel>,2,7/30/2009 15:38,1759,2,2,,17784,2917,3,11,null,N
489169,<java><xml><validation><xsd>,0,1/28/2009 20:25,2486,1,0,,12275,10357,4,6,java,N
724976,<c#><xml>,2,4/7/2009 10:26,4304,6,0,1,230,27279,2,6,c#,N
718669,<asp.net-mvc>,5,4/5/2009 9:53,8212,5,1,2,230,27279,1,7,asp.net-mvc,N
693308,<asp.net-mvc><dependency-injection><inversion-of-control><ninject><medium-trust>,2,3/28/2009 18:56,2602,4,0,0,230,27279,5,11,asp.net-mvc,N
607260,<nhibernate><fluent-nhibernate><nhibernate-mapping>,2,3/3/2009 17:08,644,2,0,,230,27279,3,8,nhibernate,N
969202,<magento>,4,6/9/2009 10:08,8548,3,0,3,230,27279,1,10,null,N
1310646,<asp.net><asp.net-mvc>,10,8/21/2009 8:12,9732,4,4,2,230,27279,2,5,asp.net,N
855098,<jquery><asp.net-mvc>,4,5/12/2009 22:02,8874,4,0,,230,27279,2,9,jquery,N
1113509,<asp.net><asp.net-mvc><master-pages>,2,7/11/2009 11:09,491,1,2,,230,27279,3,8,asp.net,N
955205,<magento>,2,6/5/2009 10:25,7698,0,2,,230,27279,1,4,null,N
947549,<c#><asp.net><email>,0,6/3/2009 22:12,263,5,0,2,230,27279,3,6,c#,N
901372,<asp.net-mvc>,11,5/23/2009 11:31,34829,7,0,4,230,27279,1,2,asp.net-mvc,N
1558953,<nhibernate>,2,10/13/2009 8:41,258,2,0,2,230,27279,1,5,nhibernate,N
529007,<c#><xml><linq-to-xml><xnamespace>,3,2/9/2009 17:07,5172,3,2,1,230,27279,4,7,c#,N
1138831,<c#><silverlight><authentication><trust>,2,7/16/2009 16:40,4272,3,0,2,231,9510,4,12,c#,N
1448319,<javascript><flash><web-applications><user-interface><components>,5,9/19/2009 10:52,6458,7,0,2,1450,105003,5,10,javascript,N
532177,<oracle><single-sign-on>,0,2/10/2009 12:52,2104,2,2,,6329,14556,2,11,oracle,N
587754,<testing><credit-card><load-testing>,0,2/25/2009 20:39,18626,1,2,1,1455,8171,3,8,null,N
795377,<c#><.net><performance><stopwatch>,10,4/27/2009 21:32,2808,3,0,3,1455,8171,4,10,c#,N
488638,<visual-studio-2008><emacs><ide>,3,1/28/2009 17:51,2278,4,0,1,1455,8171,3,5,null,N
911585,<c#><.net><ssl><remoting>,1,5/26/2009 16:31,327,0,2,0,1455,8171,4,9,c#,N
427850,<windows-mobile><ssl-certificate><windows-ce><wildcard-subdomain>,2,1/9/2009 12:10,2088,2,0,,1456,12863,4,10,null,N
791114,<c#><.net><templates><nvelocity>,0,4/26/2009 16:18,81,1,0,,1456,12863,4,10,c#,N
729268,<c#><algorithm><encoding><base32>,12,4/8/2009 9:38,9402,5,3,4,1456,12863,4,10,c#,N
486403,<memcached><appfabric>,4,1/28/2009 3:36,1532,2,0,1,1463,57969,2,3,null,N
559223,<security><silverlight-2.0><hash>,1,2/17/2009 23:38,295,4,0,,1463,57969,3,11,null,N
888501,<asp.net-mvc>,0,5/20/2009 15:07,736,1,0,,1463,57969,1,8,asp.net-mvc,N
663620,<gesture-recognition><wiimote>,18,3/19/2009 19:13,5442,6,0,7,2635,84563,2,11,null,N
418893,<memory><automation><reverse-engineering>,5,1/7/2009 1:44,5521,1,0,2,2635,84563,3,9,null,N
552529,<sql><sql-server><varchar><nvarchar>,6,2/16/2009 7:50,4517,6,2,2,2635,84563,4,12,sql,N
