,Score,CreationDate,ViewCount,AnswerCount,CommentCount,FavoriteCount,AskerId,Reputation,TagCount,TitleLength,Technology
5772,7,1417,95,1,0,1,746,527,1,15,30
4866,5,3765,79,2,0,7,67,1094,0,7,1
5827,14,2514,1868,2,0,1,686,1102,0,13,1
4187,7,2543,277,1,0,7,397,1185,2,7,22
4604,5,473,55,1,0,7,1245,996,1,6,1
3631,5,1554,697,1,0,7,769,416,3,9,1
5925,14,2121,2392,5,2,1,759,291,1,5,13
4917,7,2976,248,1,0,7,91,528,3,6,1
1118,8,2207,1054,2,2,1,75,1288,2,4,1
3033,5,1802,155,2,0,7,367,1267,0,5,4
2999,7,3452,961,3,0,1,1295,184,1,11,32
3341,6,955,1500,2,0,7,1087,52,2,7,1
748,6,1242,390,4,1,7,878,656,1,8,1
5441,14,892,1878,1,7,7,821,706,3,12,8
4811,5,2610,423,1,0,7,28,1248,1,9,0
5444,14,4290,1252,3,1,3,723,1312,2,3,1
3424,9,3913,1842,3,0,1,723,1312,1,4,8
5159,5,2222,64,1,1,7,1105,148,1,14,2
733,7,1257,1801,1,0,1,1055,124,2,8,1
5033,6,1743,1605,3,0,1,930,1367,2,9,26
4760,7,1513,1122,6,19,7,993,723,4,10,9
4319,11,3271,1483,3,0,7,649,1257,1,4,8
6063,5,1305,293,3,0,7,776,859,1,12,1
1629,5,1317,525,1,1,7,919,1277,0,10,32
987,6,213,1080,1,0,1,1283,195,2,8,1
4402,5,3219,62,1,0,7,1199,907,3,6,8
578,5,1379,1121,1,2,1,325,97,0,7,1
229,5,3548,872,1,0,7,1001,33,3,20,8
3305,6,989,255,1,0,1,1086,1111,2,4,22
4790,7,1187,212,0,0,7,11,1043,1,8,3
3793,18,3995,1590,2,0,2,601,870,3,8,0
1975,5,544,419,1,0,7,289,1155,1,11,1
5243,7,1559,440,2,0,1,381,1264,0,17,8
2262,5,2902,458,2,0,7,1051,31,1,7,1
5891,6,3333,516,0,4,7,709,132,0,13,1
5626,6,2739,1156,1,5,7,262,130,4,10,8
812,7,871,1552,3,0,2,570,833,1,12,15
3846,5,1185,501,1,3,0,619,1144,2,10,1
1331,10,2641,1651,1,0,3,1323,95,4,13,15
2514,10,2639,1689,5,0,7,1065,1069,3,1,9
1228,5,1005,672,2,0,7,582,497,3,9,15
4288,9,942,99,1,4,7,534,1273,2,6,37
3695,5,1116,785,1,0,7,1167,260,2,6,15
5510,20,4037,2559,2,0,9,1126,467,1,5,1
818,11,3002,1361,6,4,4,1065,1069,2,2,9
3718,55,3139,2573,9,6,41,134,1055,1,16,3
654,14,2238,2579,3,1,3,28,1246,4,8,0
2367,6,4334,2363,1,2,7,28,1246,4,7,4
623,6,3349,2266,4,0,1,871,915,2,7,9
3363,5,3795,469,3,1,7,10,517,3,6,26
4647,7,3798,869,1,0,7,809,72,1,8,4
2714,6,4128,700,1,0,7,65,888,2,6,1
3259,7,1266,208,0,0,7,381,1259,2,10,10
2735,8,4349,1958,3,3,1,72,636,2,3,1
1700,5,4262,11,2,1,7,444,456,1,2,4
5054,7,575,930,1,2,1,168,1348,2,16,1
3088,5,1959,42,1,0,7,1301,607,1,7,1
5367,6,448,583,1,1,7,613,304,3,6,30
2274,7,2803,246,2,0,7,870,762,0,16,1
1996,7,1800,415,1,1,2,524,977,2,6,22
3824,8,2577,477,5,0,7,611,116,1,5,8
2630,7,3576,2417,2,0,3,890,1338,3,13,0
3982,10,3727,421,1,4,7,490,1381,2,11,27
3322,15,2388,2230,5,0,7,1086,1111,1,9,1
254,8,4205,1747,4,0,1,517,855,0,17,27
336,5,343,410,4,2,7,297,1079,3,8,1
3774,7,2631,109,1,2,1,151,741,2,13,3
2412,7,1674,1351,3,0,7,878,656,4,10,1
4431,7,235,134,1,2,1,1234,1255,4,8,8
4067,7,3711,948,2,2,1,234,92,2,7,1
2545,16,1821,1494,2,2,1,338,1287,3,7,1
5037,8,1861,600,1,1,2,930,1367,2,12,16
2302,5,2944,735,2,0,7,26,417,1,16,16
392,7,3810,591,1,0,7,1022,1389,1,7,15
374,11,1691,2696,4,2,4,1018,381,3,7,0
2712,6,2568,342,1,0,7,65,888,2,6,1
3733,6,2708,12,1,0,7,137,964,3,10,1
1097,5,4006,1652,2,0,7,353,680,1,4,1
2312,10,3324,766,1,0,1,27,202,2,5,4
1606,6,3017,872,2,0,1,1085,954,3,7,7
5999,16,3733,1824,5,11,3,436,868,3,8,8
3708,6,3818,237,1,0,1,131,564,2,6,1
2610,10,2412,536,3,0,2,338,1287,3,6,1
5876,17,962,1269,4,2,4,700,396,0,10,15
4077,12,3994,1329,2,5,5,1182,780,3,10,7
4978,7,1974,2203,2,0,1,136,1016,1,9,32
3270,7,1124,2025,1,1,1,1085,954,4,7,27
5166,5,1997,89,1,0,7,1105,148,1,5,30
5955,9,3435,1626,1,1,2,433,596,1,12,1
5550,5,1107,253,2,0,7,838,137,2,3,1
5431,4,3367,176,1,0,7,637,1123,3,16,0
2133,13,2124,1955,5,3,7,16,924,3,7,15
1311,6,4250,426,2,0,0,909,1388,2,6,8
11,8,293,1791,3,0,2,441,1028,4,7,8
360,8,311,1924,2,1,7,297,1079,0,3,1
6091,6,960,1469,2,4,1,1099,839,0,3,3
2125,27,2985,2609,6,1,8,312,1269,2,11,1
90,7,937,352,1,0,1,467,1086,1,10,1
2573,5,3259,571,2,2,7,338,1287,1,6,21
4595,13,2432,2079,1,4,3,806,1224,1,2,26
4115,11,3441,2334,3,0,3,1185,1193,3,6,8
1269,9,272,1154,2,0,1,367,1267,1,2,1
2828,14,3620,1181,5,0,7,899,829,4,9,1
3847,9,4216,1623,6,0,7,619,1144,1,9,1
3644,6,3608,1034,1,0,7,778,1316,2,8,1
540,49,1285,2761,6,5,14,547,165,3,13,8
1617,5,584,72,3,0,7,919,1277,0,10,0
4919,5,2918,136,3,0,7,93,753,2,12,14
5934,6,4413,233,0,5,7,431,748,3,10,1
4488,8,2311,708,3,1,7,542,1321,1,6,1
2384,7,2304,190,1,0,0,29,1252,3,14,7
6144,7,2252,1571,4,0,7,1103,1323,1,9,8
863,7,2254,778,2,1,0,338,1287,3,10,1
2031,6,730,130,1,0,1,532,1128,3,11,6
3262,5,3955,679,1,5,7,1332,934,4,7,11
165,8,2612,770,2,0,0,490,1380,4,10,27
2037,5,3437,32,2,0,7,297,1079,1,10,4
5346,11,4073,1977,1,0,7,612,892,1,8,1
1850,16,1125,999,3,1,3,490,1380,3,10,27
5907,7,2844,231,1,1,0,847,961,3,5,3
99,6,4236,394,5,0,2,469,789,3,12,15
535,5,406,1126,3,0,1,546,150,1,12,8
3225,6,2942,2072,3,4,7,376,440,2,4,1
1886,8,972,62,2,2,7,501,970,0,8,1
2788,6,3162,405,2,1,7,75,1288,2,2,13
4159,5,4215,150,1,0,7,780,251,1,2,1
5218,6,2713,404,1,0,7,1110,717,3,4,1
3518,6,701,198,2,0,7,83,1202,1,13,1
3491,6,4338,378,4,0,7,730,1191,0,7,1
2675,5,865,298,1,0,7,341,727,1,9,1
1553,6,1546,386,1,1,7,1306,537,1,1,1
4143,7,2617,808,2,0,1,180,862,2,11,15
3600,8,2313,497,2,0,1,99,745,4,9,30
3221,9,1627,2482,12,0,10,593,965,0,13,15
1835,8,4095,2399,3,4,7,487,1304,2,6,16
3798,24,333,1949,10,3,20,192,852,3,10,1
698,5,1180,624,1,0,7,28,1246,3,5,0
2007,5,1109,766,2,0,7,292,858,2,2,30
3143,5,3051,521,4,0,7,588,1383,1,3,1
5871,8,3485,744,3,2,1,697,1181,2,10,1
681,8,1575,562,2,0,1,28,1246,4,10,0
5102,6,466,955,3,3,7,190,751,2,13,16
955,12,2129,2545,1,2,2,1276,864,3,8,1
2530,13,2750,622,3,0,1,338,1287,2,6,1
5975,10,1478,1299,5,0,7,434,1276,1,8,16
6018,8,920,1750,1,6,1,1150,524,2,4,27
5064,6,1533,1458,1,0,2,170,183,2,6,1
5088,8,4243,1652,4,3,1,182,871,4,6,16
1636,7,2821,638,2,0,7,1338,69,1,7,27
5181,8,4177,1535,0,0,7,788,1216,1,7,8
3286,7,50,939,4,0,1,1085,954,3,8,15
2358,5,650,874,3,0,1,28,1246,2,5,6
6097,9,3029,983,0,3,1,310,1310,1,10,1
1227,6,4441,279,1,0,1,909,1388,4,10,1
272,27,1881,2662,18,2,1,6,948,0,6,34
2451,23,117,2718,22,1,6,1266,897,2,9,8
656,6,1914,1324,1,3,1,28,1246,4,9,0
448,6,2695,996,1,1,1,312,1269,4,9,30
1187,19,4325,2382,3,1,3,357,1106,4,8,15
1538,9,559,1942,3,2,7,91,528,4,7,16
5415,8,1207,36,1,0,7,814,1354,2,10,1
3554,8,2827,414,2,0,2,96,1399,3,21,8
5509,10,3858,1426,1,0,1,1035,1263,4,7,13
857,6,2678,30,2,0,7,338,1287,2,8,4
1261,5,1359,1405,2,2,7,1072,875,1,10,24
390,16,2933,2582,6,0,2,1022,1389,2,8,6
678,18,1394,2539,9,1,9,28,1246,2,8,1
2430,8,1729,1705,1,0,0,1264,799,2,9,8
440,8,2498,1401,1,0,2,312,1269,3,8,29
5140,5,2039,145,3,1,7,181,1034,1,3,4
3246,8,3940,1308,3,0,7,1080,660,4,4,8
4674,7,1538,623,3,0,7,1246,597,2,5,1
5718,5,4165,97,2,0,7,663,360,2,4,1
2931,8,265,1470,4,0,1,365,654,2,4,1
4555,6,1085,2214,2,1,2,981,632,2,11,1
901,6,2475,189,0,4,7,338,1287,2,3,0
4133,8,2244,2353,3,0,1,1185,1193,2,5,8
82,10,3231,1338,4,5,1,467,1086,3,8,15
2152,5,2385,233,1,0,7,18,709,0,5,1
1521,11,4458,1489,2,0,2,591,676,2,4,6
130,5,1264,743,4,0,7,483,1062,4,6,0
1744,6,4144,2024,2,4,0,453,177,2,4,15
105,19,3840,1515,7,8,9,472,817,2,15,9
1275,20,346,2347,3,0,10,585,1320,3,9,1
2866,6,3932,726,2,2,1,1315,384,2,5,8
362,6,4402,2048,6,0,1,534,1270,3,3,16
4361,6,1166,319,2,0,7,958,442,4,6,11
3705,28,1430,934,11,1,16,128,114,2,5,1
6049,8,1932,2219,1,2,7,1092,87,1,9,8
3307,5,812,456,1,0,7,1308,60,4,4,8
3074,29,155,2563,7,0,9,588,1383,1,5,21
4827,10,2637,327,2,1,2,32,1379,3,5,0
713,7,2304,190,1,0,0,29,1252,3,14,7
3052,14,3071,2174,1,0,7,588,1383,1,4,1
3951,5,755,150,1,0,7,213,976,3,9,30
3529,7,2733,2435,3,5,2,739,1204,1,12,16
2959,5,1767,613,2,0,7,83,1201,3,8,0
3351,5,1216,936,1,0,7,1,1014,1,6,1
4540,6,3534,637,1,2,7,561,881,2,3,26
3144,6,1298,1565,3,0,7,588,1383,4,2,15
6053,5,841,448,2,1,7,1155,765,2,9,1
5799,11,309,1485,1,0,3,755,1018,2,9,1
5387,37,2372,1833,3,6,3,809,72,1,13,0
2810,6,4091,1831,2,0,7,1288,355,2,11,1
2914,10,2519,2354,5,1,2,80,1073,0,6,6
3622,58,4326,2212,10,0,22,763,813,3,7,1
5559,6,4017,132,0,0,7,645,991,2,14,1
1560,6,2942,2072,3,4,7,376,440,2,4,1
1720,8,546,120,6,0,7,449,830,0,5,1
6146,6,2702,351,0,2,7,779,771,2,5,21
1359,8,830,155,1,0,0,586,195,2,11,9
1103,6,2090,999,3,2,7,355,1245,2,9,1
2446,5,4321,83,1,0,7,1266,897,4,12,8
4494,5,3905,1245,1,2,7,798,1127,2,11,1
3117,11,2878,1736,3,0,1,1327,379,1,6,1
2876,11,502,791,3,0,2,358,1052,2,4,1
1255,5,3309,211,5,0,2,80,1073,2,5,8
5406,5,1089,110,0,2,7,1022,1390,0,8,17
4174,25,2101,2678,3,0,3,1190,454,2,3,0
4113,5,3235,449,1,1,7,1185,1193,3,6,8
1757,7,1764,596,8,0,7,461,1198,1,3,13
4454,6,2465,36,2,0,7,795,188,3,5,4
103,6,362,1961,1,1,7,471,1019,1,5,8
552,65,3924,2709,7,0,27,866,284,2,5,1
3137,7,1978,1931,3,0,7,588,1383,3,5,16
2525,7,2144,1348,4,1,2,1068,936,2,2,1
908,14,2209,1096,6,4,2,338,1287,4,3,1
1944,12,679,2098,3,2,2,283,1346,3,10,36
5763,7,241,1851,1,2,2,429,543,2,7,32
2694,7,3967,1268,2,0,7,343,303,2,3,16
5888,7,3835,340,0,2,7,708,495,3,11,1
2908,7,1590,489,0,0,7,1318,22,1,4,4
5034,7,2599,395,2,0,7,930,1367,2,11,16
2841,8,2113,1582,2,0,1,1289,1092,3,8,8
3995,7,2737,1280,2,0,1,221,1351,2,4,7
3826,5,504,487,2,0,7,1170,279,1,5,1
77,12,728,1557,1,5,5,463,193,4,9,37
3073,20,1980,2533,14,6,6,588,1383,2,3,1
643,8,2988,2209,3,1,7,28,1246,4,8,0
1249,7,2046,552,2,0,7,80,1073,2,7,22
4470,7,836,402,0,2,1,1203,425,1,8,32
4170,9,2356,1796,2,1,1,394,505,1,8,15
548,90,4000,2762,10,0,24,863,1394,1,4,30
1069,8,3084,1471,1,0,2,577,814,2,6,27
2589,5,1963,322,2,0,7,338,1287,1,1,1
3889,9,2055,1708,1,0,3,487,1306,3,12,15
3876,9,165,2530,2,1,2,481,1173,2,3,27
1803,9,2965,2480,6,1,2,478,683,2,6,36
3884,7,803,2528,3,1,1,486,278,2,12,32
3837,6,3325,202,0,0,1,1172,174,3,11,8
2210,8,3869,425,1,0,7,860,912,2,6,1
546,6,194,1662,3,2,7,322,129,1,6,8
2477,6,69,993,2,4,7,1268,38,2,19,17
3238,6,1213,437,2,0,1,95,1095,1,9,26
85,7,98,1184,1,0,2,467,1086,1,17,1
3010,5,586,66,1,4,7,367,1267,0,12,11
875,16,1821,1494,2,2,1,338,1287,3,7,1
3116,10,3854,1741,3,1,2,1327,379,1,3,17
3173,7,3773,1795,4,0,3,1074,1236,2,5,8
2316,9,1766,2215,2,2,7,28,1246,4,9,0
4463,23,1076,1845,1,0,7,1202,984,4,13,1
1388,6,1702,1072,2,0,7,588,1383,2,2,13
5152,5,2704,137,2,0,7,961,899,3,11,9
4213,6,3796,519,3,0,7,530,580,2,3,1
920,7,141,96,3,11,2,338,1287,3,5,1
4122,9,3959,1023,1,2,1,387,387,3,8,1
3488,13,3037,1771,1,3,1,70,921,1,6,1
3772,7,3175,1658,1,0,7,149,1015,2,7,1
3093,6,3350,267,2,0,7,369,707,2,6,15
3568,6,529,118,1,0,1,746,527,1,5,4
3702,5,995,848,1,0,7,124,805,4,11,8
1273,10,380,2152,1,0,2,585,1320,2,8,1
1036,5,4154,396,1,1,7,891,877,2,9,16
5638,5,655,6,1,0,0,1057,1140,2,4,1
2190,6,729,1172,1,0,7,317,388,1,6,1
2674,5,2087,58,2,0,7,341,727,3,3,0
4649,6,4063,1792,1,1,7,809,72,1,8,8
2471,5,2429,802,5,2,7,886,662,3,22,11
3547,6,4268,93,1,0,7,91,528,1,13,1
3751,13,1450,2189,3,1,2,1169,1404,2,5,26
5521,5,2494,751,5,4,7,834,659,1,5,16
4944,13,4174,419,8,7,1,111,1148,3,12,8
2140,6,4301,831,3,1,1,1031,314,1,6,6
3834,6,915,0,0,6,7,613,304,2,3,1
5632,8,3354,1502,1,0,1,1056,217,3,8,14
2411,9,1837,989,1,0,7,877,42,1,2,1
4377,5,3376,104,1,0,7,257,565,2,6,1
737,7,3615,1375,2,0,2,1264,799,3,4,1
531,8,3869,425,1,0,7,860,912,2,6,1
1843,7,3302,966,2,0,7,487,1304,1,9,35
2558,5,3033,2,1,0,7,572,700,1,3,1
5518,7,2235,1055,1,1,7,731,239,2,4,30
3856,10,2391,1408,4,0,3,621,722,3,13,8
2086,8,4295,766,4,1,7,1022,1389,3,6,6
1951,10,3320,596,2,1,3,4,544,1,4,1
1160,6,2748,578,2,4,7,899,829,2,10,1
4177,5,4258,296,1,0,0,523,943,2,5,1
5860,8,2468,56,2,2,1,293,1362,2,13,1
3476,6,3904,818,2,0,0,67,1094,3,3,8
5382,14,3009,383,1,4,3,626,469,2,16,8
1479,6,1298,1565,3,0,7,588,1383,4,2,15
1763,9,542,2412,2,0,3,463,193,1,18,1
4942,11,64,2128,2,0,7,111,1148,2,12,0
5556,9,1565,1159,3,0,7,643,338,0,3,32
2781,40,1984,2584,5,5,9,355,1245,2,4,15
1371,11,3299,658,1,2,7,368,468,0,6,6
2319,24,2253,2683,6,1,3,1255,99,1,4,1
817,7,2213,851,2,0,7,1065,1069,1,7,9
1761,6,1535,1551,0,0,7,462,701,2,8,26
3880,9,330,130,5,0,7,482,649,2,11,27
1994,10,147,1259,1,1,3,524,977,3,6,22
1236,8,2337,2285,1,0,1,80,1073,2,6,22
4809,5,4203,583,2,3,7,26,417,2,8,1
2976,6,1663,923,3,0,7,1295,184,2,4,32
1814,9,2000,2129,5,1,1,483,1062,1,7,1
2831,64,68,2765,16,1,27,901,267,3,9,26
5477,6,3150,1329,2,1,7,241,357,3,9,8
3409,27,38,2730,0,0,0,44,1391,2,6,34
2594,5,2966,263,3,0,7,338,1287,3,2,8
4981,16,3008,2489,7,1,3,138,432,4,14,1
586,7,4430,2112,3,0,1,1049,494,3,6,1
598,9,2760,192,8,0,0,870,762,2,19,1
5802,10,0,639,2,0,1,755,1018,2,11,8
1286,7,2053,101,3,0,7,1293,229,0,8,16
4446,6,3817,334,3,1,7,792,574,2,4,1
3908,6,617,698,0,0,7,163,448,2,5,8
1845,10,95,522,0,0,1,488,1343,1,10,10
4584,28,1010,1914,2,2,3,411,784,0,16,8
1570,14,197,2514,3,0,1,378,975,4,11,8
4548,5,281,170,1,0,7,972,500,0,3,1
4860,13,3977,2029,4,1,7,67,1094,2,6,8
1417,5,731,231,1,0,1,1298,3,2,4,24
5611,5,2818,346,1,0,7,403,945,2,10,1
1121,78,1935,2786,7,5,12,76,928,4,5,8
3106,5,3254,1024,3,1,1,588,1383,1,3,1
3224,7,2864,1238,2,2,7,593,965,1,10,1
1226,5,3228,317,2,1,7,909,1388,3,14,0
5819,6,45,83,0,1,7,846,325,1,10,1
5090,5,230,1353,2,0,7,948,35,1,9,1
4497,5,1110,515,1,1,1,268,1059,1,7,1
1844,13,4060,2604,2,2,4,487,1304,2,10,15
3937,6,1032,249,4,5,1,211,906,2,6,0
2510,27,122,2694,5,2,27,48,1187,1,11,1
5732,12,3361,2388,9,2,1,1069,693,3,6,8
4324,6,3328,172,2,0,7,954,473,4,17,8
3685,7,1748,1585,4,0,1,121,1180,3,4,20
5514,37,1688,2459,7,1,5,730,1191,0,7,1
4253,6,1790,690,1,0,7,532,1131,4,6,8
5749,6,3267,160,3,0,7,670,1096,3,12,1
1155,5,2010,316,1,2,7,1313,1335,2,6,4
2524,6,2457,292,2,0,7,53,894,3,10,1
1529,7,2321,257,1,0,7,1074,1236,1,12,8
743,10,314,1055,8,0,3,1057,1134,4,2,1
3319,13,3003,2632,1,0,7,923,1089,2,8,16
4111,6,3155,1138,1,0,0,1185,1193,2,3,0
1384,12,3012,1423,2,0,1,588,1383,2,7,1
3498,10,2573,1628,1,1,1,74,1076,3,13,8
2707,9,659,1283,2,2,7,576,383,3,6,0
5069,6,2516,887,1,2,7,940,1384,0,18,1
6054,5,4299,341,2,0,7,1095,506,1,4,1
5239,13,2761,1002,1,0,1,211,906,3,9,1
3090,15,153,2428,5,0,2,1302,1194,4,8,15
4093,8,3066,1821,1,1,0,174,834,3,10,1
1607,5,367,408,3,0,7,919,1277,3,5,8
2160,6,24,33,1,0,1,542,1319,2,5,1
3855,6,1553,135,1,0,7,621,722,2,7,8
5185,6,4204,206,1,0,7,788,1216,2,7,1
4882,5,4412,6,0,2,7,77,832,0,7,1
5633,15,2609,1665,3,2,2,1057,1140,1,3,1
1543,6,2967,729,2,0,7,915,14,1,15,1
2918,15,3933,2433,4,4,2,80,1073,1,4,4
2301,8,1212,2224,7,0,7,26,417,1,8,34
4374,6,1269,1385,3,0,7,253,633,3,7,1
1687,11,3828,156,2,1,1,437,1280,3,3,1
2938,5,2767,625,1,0,7,367,1267,0,7,6
209,51,2691,2719,3,0,10,505,1109,1,9,37
5537,7,2958,2272,2,0,7,1043,368,2,6,1
1946,5,4226,1484,1,0,7,520,548,3,7,30
6134,6,1141,310,0,6,1,865,364,2,6,1
3961,15,4462,2146,3,8,2,633,1160,1,10,15
587,5,2902,458,2,0,7,1051,31,1,7,1
5342,6,428,1018,2,0,7,609,298,3,14,22
4723,6,2480,326,1,0,7,676,179,3,11,15
709,26,3212,2265,6,0,3,29,1252,3,9,9
2985,39,1572,1782,13,17,13,585,1320,2,7,1
1404,9,3754,1691,2,0,7,588,1383,2,4,1
806,6,69,993,2,4,7,1268,38,2,19,17
3890,6,815,1037,3,0,1,487,1306,2,9,1
4087,7,2738,304,3,1,1,508,1129,1,4,1
2773,6,2226,160,1,1,7,580,1244,2,9,1
1896,13,1677,2027,6,4,2,507,1279,1,5,1
1324,15,211,1440,4,0,12,1322,1220,2,8,0
4027,11,3216,460,9,2,2,501,973,2,4,15
810,5,709,542,2,2,7,1062,1006,0,5,26
5120,8,2980,1210,2,0,7,956,968,0,12,1
4414,6,2259,789,1,0,7,654,793,0,6,1
1783,6,2414,82,1,0,7,469,789,1,7,0
1085,6,2676,1979,5,0,7,75,1288,4,7,8
2324,84,1934,2798,24,5,42,873,575,3,17,7
466,11,363,1145,3,0,1,542,1319,1,5,1
5416,23,1251,2066,5,0,6,814,1354,2,6,30
188,6,3848,1569,3,0,7,494,824,3,19,16
4495,7,3214,162,1,0,7,266,151,4,8,0
1389,5,1330,577,1,0,7,588,1383,0,4,12
1447,5,1706,245,1,0,1,1326,626,1,14,1
4504,6,13,708,4,1,7,548,982,2,23,0
1566,7,743,1165,2,0,1,1306,537,3,4,37
1066,8,4349,1958,3,3,1,72,636,2,3,1
2010,7,1292,472,4,2,7,294,169,1,8,1
4240,6,3458,786,1,1,7,243,66,1,10,16
3998,9,4065,655,5,0,7,224,299,2,9,30
5737,5,1451,473,2,0,7,665,886,4,9,29
5423,8,1227,1481,2,2,7,814,1354,1,14,29
3919,6,3006,36,1,0,7,164,637,1,11,0
4051,9,4255,562,2,0,7,170,183,1,9,10
5440,11,574,1751,1,1,1,819,102,2,9,1
5542,10,1852,2303,5,4,7,836,1226,3,11,24
6006,9,4137,693,1,0,7,773,716,2,4,4
785,14,721,2747,3,3,3,333,730,4,8,8
5858,5,2714,1463,2,0,1,1138,484,0,6,26
5047,15,4163,1391,2,0,1,936,1110,4,9,1
49,5,2941,312,3,0,4,450,1373,2,3,0
605,10,2125,505,2,1,1,327,212,3,6,34
6088,9,81,1998,2,0,1,1098,604,3,8,1
3063,13,2341,2484,3,1,4,588,1383,3,2,15
4080,85,3857,2783,8,3,38,930,1367,2,8,11
2903,8,2337,2285,1,0,1,80,1073,2,6,22
4041,10,654,412,2,4,1,1178,1371,1,3,1
5472,8,7,2002,3,1,1,723,1312,1,8,1
2364,12,2214,1457,13,0,1,330,1401,0,6,1
2343,5,2824,50,3,0,7,1258,588,2,4,8
1090,6,1419,724,3,0,7,351,308,2,5,1
1431,8,4388,1077,1,2,1,588,1383,2,4,17
2881,5,3573,633,1,0,7,1317,664,4,5,0
2804,5,2848,60,2,1,7,76,928,0,12,1
807,6,2990,685,3,2,7,43,1313,1,1,1
25,5,2589,448,3,0,7,447,1290,2,11,0
6051,5,2346,2,1,1,7,1093,481,1,8,1
6083,10,4074,1625,1,1,1,1098,604,2,9,1
2732,9,1814,2550,10,0,3,71,919,2,12,1
3945,6,3410,308,2,0,7,211,906,3,7,0
3898,8,672,658,1,1,7,628,947,1,6,1
6133,13,2268,1673,3,0,7,863,1395,1,8,29
647,24,2253,2683,6,1,3,1255,99,1,4,1
5281,8,540,720,1,0,7,219,890,3,4,9
3268,5,3075,1787,2,4,0,1085,954,0,7,1
3272,5,367,408,3,0,7,919,1277,3,5,8
597,7,1420,2376,2,0,7,870,762,2,8,1
542,11,732,2387,1,0,7,863,1394,1,1,16
4069,7,2952,1928,2,0,7,234,92,1,10,1
435,10,2471,437,2,0,1,312,1269,1,10,30
1659,5,4364,359,3,0,7,1086,1111,0,6,1
3911,5,2542,1383,2,0,7,163,448,0,9,1
204,12,52,479,5,0,1,501,970,4,8,15
4368,9,1719,655,1,0,1,248,320,2,11,1
3297,6,4460,1124,0,6,7,96,1398,3,8,8
2340,5,2751,719,5,0,7,1258,588,3,7,8
2717,7,411,1344,2,0,7,576,383,4,5,0
1864,14,3321,968,17,1,8,490,1380,4,2,34
4181,6,3215,1927,2,0,7,396,1026,4,12,1
3865,10,868,1903,3,1,1,625,667,3,11,0
3907,5,2557,524,1,0,7,163,448,0,5,1
1000,6,3413,591,1,0,7,890,1338,2,10,1
1432,5,648,282,2,1,7,588,1383,1,4,34
1002,8,720,365,2,2,7,341,727,2,3,32
4757,8,3562,860,1,0,1,678,785,1,14,1
2248,9,1694,201,3,2,7,867,1265,0,9,1
1382,6,3724,796,2,0,7,588,1383,1,3,1
3269,75,100,2136,0,1,1,1085,954,2,9,1
3715,12,3814,1892,3,0,1,134,1055,4,17,1
3966,7,1280,36,2,0,7,218,850,3,7,4
149,8,2846,2589,4,0,7,487,1304,1,10,15
4759,6,183,525,0,1,7,1216,933,0,7,4
2556,3,969,71,1,2,7,572,700,0,5,1
2056,11,1691,2696,4,2,4,1018,381,3,7,0
4708,12,3177,2742,3,0,2,671,1228,1,14,24
4665,6,4066,269,1,1,1,667,758,2,8,1
5830,15,735,1871,6,7,7,283,1349,3,14,9
3931,8,2019,167,2,0,7,211,906,3,8,0
5760,7,1218,811,1,0,7,841,486,1,3,1
416,7,3999,49,2,0,7,1022,1389,2,5,1
590,7,1843,1499,3,0,7,551,672,4,4,8
3007,5,1293,779,1,0,7,1295,184,2,4,32
2314,5,2387,352,3,0,7,872,1253,0,10,1
1487,6,3616,1735,1,2,7,88,277,2,7,15
2380,26,3212,2265,6,0,3,29,1252,3,9,9
5727,5,3149,82,1,4,7,1068,938,3,6,13
3829,6,296,455,1,0,7,467,1088,2,12,1
5373,5,425,453,1,6,7,616,746,2,8,1
2292,91,232,2803,9,0,25,553,1046,1,8,26
5443,7,335,1586,3,2,7,723,1312,3,7,8
50,9,205,1916,5,0,6,450,1373,2,3,9
2802,6,2050,2292,1,0,1,76,928,3,9,8
3596,5,1136,868,1,0,7,98,1179,2,5,1
3068,7,712,1213,1,0,7,588,1383,4,2,12
5604,9,80,128,1,0,7,839,1382,2,13,8
2110,8,1662,1074,1,0,1,1025,671,2,2,8
3594,5,1115,1051,1,1,7,98,1179,0,8,1
5105,5,2433,208,2,0,1,173,556,2,4,1
5133,6,3146,163,0,1,7,177,853,1,7,34
714,6,3338,1391,4,0,1,29,1252,1,13,1
3681,8,2400,1242,4,0,7,120,337,3,13,9
3688,8,1872,1800,4,0,1,1164,1268,2,8,15
5662,11,3266,1974,1,0,2,840,1374,3,11,8
690,9,2409,2335,7,1,2,28,1246,4,10,0
601,7,2803,246,2,0,7,870,762,0,16,1
2934,5,2436,37,1,0,7,366,827,3,9,8
1055,6,970,1090,1,0,7,67,1092,2,10,8
1016,11,28,1415,5,0,3,890,1338,2,7,1
5017,6,447,653,1,0,7,163,448,2,9,1
4297,7,3703,764,1,5,7,952,227,3,10,21
3867,17,2075,2174,4,4,2,1175,1294,2,11,27
5184,6,1976,58,2,0,1,788,1216,3,7,23
3647,10,628,2333,4,0,5,778,1316,1,9,1
5812,5,409,513,5,0,7,1136,1330,1,3,1
4389,5,2300,41,1,0,7,1196,1250,4,6,8
2643,5,2469,270,4,4,7,890,1338,2,10,1
3078,7,3542,702,1,0,7,588,1383,2,5,1
1320,21,665,2076,9,1,9,585,1320,2,12,1
718,6,498,251,0,2,7,875,455,2,13,8
