,Unnamed: 0,Score,CreationDate,ViewCount,AnswerCount,CommentCount,FavoriteCount,AskerId,Reputation,TagCount,TitleLength,Technology,cluster
1067,3284,7,1278,143,3,0,7,919,1277,2,10,0,0
1068,5572,15,2155,2524,5,1,1,839,1382,1,11,16,0
1069,5725,6,3145,164,1,0,7,741,838,2,6,1,1
1070,1626,5,3998,81,1,0,7,919,1277,2,14,0,1
1071,1385,14,3071,2174,1,0,7,588,1383,1,4,1,1
1072,2159,8,3120,1972,5,4,0,1033,326,2,5,8,1
1073,5271,5,3142,762,1,0,7,218,850,3,5,4,1
1074,2954,5,1126,1330,3,0,1,1294,1056,3,2,1,0
1075,162,32,2932,2452,3,1,9,490,1380,1,13,8,1
1076,3030,6,53,768,5,0,7,367,1267,3,4,8,0
1077,5213,6,4187,380,4,0,7,792,574,1,6,4,1
1078,5257,8,2452,897,1,0,1,383,409,2,13,1,1
1079,2241,13,1892,2240,11,3,8,1042,305,1,6,27,0
1080,3609,6,817,927,2,0,7,758,1329,0,4,1,0
1081,1563,5,312,1615,2,0,7,1074,1236,2,7,8,0
1082,1931,6,2174,759,4,0,7,1006,415,2,9,0,0
1083,2686,6,1043,660,2,0,7,890,1338,1,9,2,0
1084,3192,8,864,2416,3,9,3,1074,1236,3,5,8,0
1085,2494,7,3507,1128,4,2,7,1065,1069,2,8,1,1
1086,353,5,192,369,2,0,7,533,1182,4,10,15,0
1087,5101,6,308,1365,2,0,1,190,751,3,13,6,0
1088,2015,6,4305,143,3,0,1,527,346,2,8,8,1
1089,727,7,1747,926,3,1,7,1260,555,2,3,9,0
1090,5778,9,3022,800,1,0,1,1135,78,2,16,15,1
1091,4148,6,903,344,1,1,7,392,270,1,9,1,0
1092,2733,13,1244,2069,3,2,2,71,919,2,7,27,0
1093,3222,11,2194,2499,3,3,5,593,965,1,10,9,0
1094,5451,7,910,178,1,2,1,823,1081,4,3,1,0
1095,3347,10,898,2134,3,0,7,599,358,1,14,1,0
1096,1491,11,4061,2186,5,0,3,373,477,3,7,15,1
1097,2542,11,3954,824,2,0,2,338,1287,1,9,21,1
1098,335,5,3510,1807,1,0,7,297,1079,2,8,4,1
1099,5192,11,4259,1410,1,0,0,788,1216,2,3,1,1
1100,3791,9,975,442,1,2,1,188,330,3,3,8,0
1101,444,9,1060,1686,1,2,2,312,1269,2,6,16,0
1102,4599,8,2620,1749,4,1,7,806,1224,1,4,26,1
1103,4662,6,2135,970,1,1,7,814,1354,3,10,30,0
1104,3327,6,4047,982,1,0,7,1310,258,0,12,32,1
1105,3899,13,4157,1717,1,1,3,628,947,3,10,8,1
1106,3071,9,3754,1691,2,0,7,588,1383,2,4,1,1
1107,2252,89,1550,2768,11,3,44,324,689,2,3,9,0
1108,1267,5,2436,37,1,0,7,366,827,3,9,8,1
1109,1875,5,3831,483,1,0,1,496,674,2,6,2,1
1110,3066,7,2614,571,1,2,7,588,1383,1,5,1,1
1111,2376,35,1400,2062,10,5,21,562,1324,2,10,1,0
1112,4450,9,490,2122,2,1,7,792,574,0,2,11,0
1113,5109,13,1558,380,1,0,1,192,852,3,6,1,0
1114,1848,7,990,204,5,0,3,490,1380,3,22,27,0
1115,4631,5,3580,33,2,0,7,807,534,1,3,30,1
1116,4215,7,4116,309,0,2,4,532,1131,2,9,6,1
1117,5254,7,1520,430,1,0,1,214,1099,0,5,1,0
1118,6099,6,891,642,0,2,7,311,450,2,9,1,0
1119,4823,8,4125,975,3,5,1,32,1379,4,1,8,1
1120,3719,6,1995,1046,1,0,7,1169,1404,3,4,1,0
1121,2975,8,2085,489,2,0,7,1295,184,2,3,32,0
1122,5670,7,771,190,1,5,7,269,702,3,6,26,0
1123,5597,7,1853,945,1,0,7,839,1382,2,17,16,0
1124,5639,5,299,180,2,0,7,1057,1140,1,4,1,0
1125,2373,11,2804,2532,5,0,5,28,1246,3,2,8,1
1126,1151,14,899,1357,8,2,7,1313,1335,1,6,1,0
1127,3413,6,2441,780,5,2,7,44,1391,3,7,34,1
1128,1830,51,210,2780,6,5,27,487,1304,1,12,12,0
1129,4332,11,1681,569,1,3,2,247,898,3,7,1,0
1130,2633,11,974,308,9,1,3,890,1338,1,8,23,0
1131,2765,6,2893,111,1,0,7,353,680,2,4,34,1
1132,16,7,1440,1340,2,0,7,444,456,3,7,4,0
1133,4030,8,2782,1276,6,1,7,167,1044,3,9,1,1
1134,259,6,3758,1088,3,0,7,283,1346,2,5,27,1
1135,5228,5,2920,24,1,0,7,1112,1223,2,8,1,1
1136,2890,33,3527,2531,8,0,5,362,1117,2,8,27,1
1137,4409,6,3366,384,1,1,7,961,899,2,4,15,1
1138,630,7,2003,879,2,0,3,26,417,3,6,13,0
1139,1024,9,3523,2227,2,1,1,343,303,1,5,32,1
1140,6044,6,2673,2339,2,3,1,715,244,3,9,15,1
1141,343,20,3661,2567,7,1,2,1009,694,3,13,15,1
1142,589,5,3284,198,3,1,7,551,672,3,8,13,1
1143,2724,6,970,1090,1,0,7,67,1092,2,10,8,0
1144,3857,6,1539,1655,1,0,7,621,722,3,8,8,0
1145,4040,7,2869,544,2,1,7,1178,1371,3,8,15,1
1146,4043,6,550,669,1,0,2,926,295,2,13,27,0
1147,2070,6,3474,1940,3,0,3,304,49,4,6,27,1
1148,4807,5,909,678,1,0,7,26,417,2,7,1,0
1149,1334,5,3981,298,2,0,1,1295,184,2,5,32,1
1150,1435,7,4145,2074,1,0,7,588,1383,3,2,15,1
1151,4411,11,4448,298,2,9,4,1229,857,0,3,7,1
1152,1632,11,1910,880,1,0,1,1086,1111,1,9,1,0
1153,4820,5,2077,60,2,0,7,32,1379,0,4,1,0
1154,6062,5,3866,555,1,0,7,856,147,1,8,16,1
1155,4022,7,3068,1153,0,3,7,381,1264,2,7,8,1
1156,1043,6,2568,342,1,0,7,65,888,2,6,1,1
1157,5180,5,3420,667,1,0,7,788,1216,1,7,1,1
1158,5505,9,1437,2086,1,0,5,245,1296,4,7,14,0
1159,962,7,4141,1078,4,2,2,890,1338,2,9,1,1
1160,4696,29,4297,2576,13,5,11,986,1000,0,10,1,1
1161,3617,6,3582,733,1,2,7,763,813,3,8,27,1
1162,3123,5,3663,141,1,0,7,910,19,2,4,1,1
1163,4913,6,399,1910,1,2,1,91,528,2,4,1,0
1164,3706,5,2681,161,1,2,7,129,763,2,10,1,1
1165,3282,5,584,72,3,0,7,919,1277,0,10,0,0
1166,120,6,2025,659,2,0,1,479,1332,0,4,10,0
1167,75,7,2534,1225,1,0,0,461,1198,2,2,27,1
1168,3480,6,3763,708,1,0,7,67,1094,2,7,1,1
1169,1237,7,3752,2617,1,3,1,80,1073,4,10,26,1
1170,5546,17,3734,2161,3,6,1,837,1064,2,9,8,1
1171,4982,5,2138,1419,1,0,7,139,1353,2,8,1,0
1172,697,12,1295,2133,3,0,0,28,1246,3,8,17,0
1173,2406,5,525,1147,1,3,2,1264,799,3,5,1,0
1174,3094,5,4153,1320,2,0,7,909,1388,2,20,0,1
1175,4741,27,1469,2535,9,3,9,424,1363,3,12,1,0
1176,730,8,1044,1097,2,1,7,1262,310,2,6,1,0
1177,2297,9,3077,1335,3,0,2,872,1253,4,4,8,1
1178,4074,9,2059,689,1,2,7,1180,885,3,9,1,0
1179,2767,8,4046,929,1,0,7,580,1244,3,6,6,1
1180,2726,15,4240,2613,2,0,5,67,1092,1,4,8,1
1181,5230,5,2765,3,2,0,7,1112,1223,1,4,13,1
1182,1428,5,4153,1320,2,0,7,909,1388,2,20,0,1
1183,5432,6,1226,1136,3,3,1,814,1354,1,5,29,0
1184,1336,5,3263,457,3,4,0,1295,184,2,5,32,1
1185,5194,9,1374,474,1,4,1,971,1305,2,5,8,0
1186,3556,9,2697,1600,1,0,1,741,838,4,4,15,1
1187,4343,5,4451,629,1,0,7,956,968,0,7,22,1
1188,5619,7,3048,436,1,1,7,257,565,2,13,3,1
1189,3896,5,2416,118,1,0,7,628,947,2,3,1,1
1190,4195,6,203,311,2,2,7,1218,592,2,7,1,0
1191,3864,8,2558,55,1,0,7,624,1023,3,9,1,1
1192,2027,7,1487,1843,6,1,7,530,573,1,3,0,0
1193,1412,6,949,1041,2,0,7,588,1383,3,5,1,0
1194,5840,6,1532,215,1,0,7,688,1068,2,10,21,0
1195,635,5,1224,105,1,0,7,557,240,2,10,1,0
1196,3240,7,1378,561,5,0,7,381,1259,3,10,8,0
1197,1769,9,4457,969,3,0,7,467,1086,0,9,1,1
1198,1546,5,3923,545,4,0,7,916,9,1,6,15,1
1199,3428,11,3704,1309,2,2,7,723,1312,2,5,8,1
1200,1815,5,1264,743,4,0,7,483,1062,4,6,0,0
1201,2877,5,2984,738,1,1,7,358,1052,4,5,15,1
1202,3873,6,3516,856,1,3,7,156,776,3,5,16,1
1203,616,6,4390,687,2,4,7,329,1119,3,8,1,1
1204,1191,6,2336,1354,1,0,1,358,1052,4,9,8,1
1205,1499,17,2500,2330,9,3,2,375,821,1,3,8,1
1206,4847,7,1813,1616,3,0,7,57,663,2,7,7,0
1207,187,8,4341,341,2,0,7,494,824,1,11,1,1
1208,2729,7,2771,1901,1,2,7,346,395,3,11,17,1
1209,139,6,4142,1476,5,0,7,487,1304,3,7,13,1
1210,3291,5,3998,81,1,0,7,919,1277,2,14,0,1
1211,5162,8,3276,891,2,0,3,788,1216,3,9,1,1
1212,2730,11,4461,1790,4,0,1,346,395,4,6,29,1
1213,3058,5,2273,862,3,0,7,588,1383,3,4,16,1
1214,4628,6,1928,1683,2,4,2,807,534,2,8,30,0
1215,1871,8,4341,341,2,0,7,494,824,1,11,1,1
1216,4620,74,2163,2804,8,1,33,412,1045,0,10,21,0
1217,5772,7,1417,95,1,0,1,746,527,1,15,30,0
1218,4866,5,3765,79,2,0,7,67,1094,0,7,1,1
1219,5827,14,2514,1868,2,0,1,686,1102,0,13,1,1
1220,4187,7,2543,277,1,0,7,397,1185,2,7,22,1
1221,4604,5,473,55,1,0,7,1245,996,1,6,1,0
1222,3631,5,1554,697,1,0,7,769,416,3,9,1,0
1223,5925,14,2121,2392,5,2,1,759,291,1,5,13,0
1224,4917,7,2976,248,1,0,7,91,528,3,6,1,1
1225,1118,8,2207,1054,2,2,1,75,1288,2,4,1,0
1226,3033,5,1802,155,2,0,7,367,1267,0,5,4,0
1227,2999,7,3452,961,3,0,1,1295,184,1,11,32,1
1228,3341,6,955,1500,2,0,7,1087,52,2,7,1,0
1229,748,6,1242,390,4,1,7,878,656,1,8,1,0
1230,5441,14,892,1878,1,7,7,821,706,3,12,8,0
1231,4811,5,2610,423,1,0,7,28,1248,1,9,0,1
1232,5444,14,4290,1252,3,1,3,723,1312,2,3,1,1
1233,3424,9,3913,1842,3,0,1,723,1312,1,4,8,1
1234,5159,5,2222,64,1,1,7,1105,148,1,14,2,1
1235,733,7,1257,1801,1,0,1,1055,124,2,8,1,0
1236,5033,6,1743,1605,3,0,1,930,1367,2,9,26,0
1237,4760,7,1513,1122,6,19,7,993,723,4,10,9,0
1238,4319,11,3271,1483,3,0,7,649,1257,1,4,8,1
1239,6063,5,1305,293,3,0,7,776,859,1,12,1,0
1240,1629,5,1317,525,1,1,7,919,1277,0,10,32,0
1241,987,6,213,1080,1,0,1,1283,195,2,8,1,0
1242,4402,5,3219,62,1,0,7,1199,907,3,6,8,1
1243,578,5,1379,1121,1,2,1,325,97,0,7,1,0
1244,229,5,3548,872,1,0,7,1001,33,3,20,8,1
1245,3305,6,989,255,1,0,1,1086,1111,2,4,22,0
1246,4790,7,1187,212,0,0,7,11,1043,1,8,3,0
1247,3793,18,3995,1590,2,0,2,601,870,3,8,0,1
1248,1975,5,544,419,1,0,7,289,1155,1,11,1,0
1249,5243,7,1559,440,2,0,1,381,1264,0,17,8,0
1250,2262,5,2902,458,2,0,7,1051,31,1,7,1,1
1251,5891,6,3333,516,0,4,7,709,132,0,13,1,1
1252,5626,6,2739,1156,1,5,7,262,130,4,10,8,1
1253,812,7,871,1552,3,0,2,570,833,1,12,15,0
1254,3846,5,1185,501,1,3,0,619,1144,2,10,1,0
1255,1331,10,2641,1651,1,0,3,1323,95,4,13,15,1
1256,2514,10,2639,1689,5,0,7,1065,1069,3,1,9,1
1257,1228,5,1005,672,2,0,7,582,497,3,9,15,0
1258,4288,9,942,99,1,4,7,534,1273,2,6,37,0
1259,3695,5,1116,785,1,0,7,1167,260,2,6,15,0
1260,5510,20,4037,2559,2,0,9,1126,467,1,5,1,1
1261,818,11,3002,1361,6,4,4,1065,1069,2,2,9,1
1262,3718,55,3139,2573,9,6,41,134,1055,1,16,3,1
1263,654,14,2238,2579,3,1,3,28,1246,4,8,0,0
1264,2367,6,4334,2363,1,2,7,28,1246,4,7,4,1
1265,623,6,3349,2266,4,0,1,871,915,2,7,9,1
1266,3363,5,3795,469,3,1,7,10,517,3,6,26,1
1267,4647,7,3798,869,1,0,7,809,72,1,8,4,1
1268,2714,6,4128,700,1,0,7,65,888,2,6,1,1
1269,3259,7,1266,208,0,0,7,381,1259,2,10,10,0
1270,2735,8,4349,1958,3,3,1,72,636,2,3,1,1
1271,1700,5,4262,11,2,1,7,444,456,1,2,4,1
1272,5054,7,575,930,1,2,1,168,1348,2,16,1,0
1273,3088,5,1959,42,1,0,7,1301,607,1,7,1,0
1274,5367,6,448,583,1,1,7,613,304,3,6,30,0
1275,2274,7,2803,246,2,0,7,870,762,0,16,1,1
1276,1996,7,1800,415,1,1,2,524,977,2,6,22,0
1277,3824,8,2577,477,5,0,7,611,116,1,5,8,1
1278,2630,7,3576,2417,2,0,3,890,1338,3,13,0,1
1279,3982,10,3727,421,1,4,7,490,1381,2,11,27,1
1280,3322,15,2388,2230,5,0,7,1086,1111,1,9,1,1
1281,254,8,4205,1747,4,0,1,517,855,0,17,27,1
1282,336,5,343,410,4,2,7,297,1079,3,8,1,0
1283,3774,7,2631,109,1,2,1,151,741,2,13,3,1
1284,2412,7,1674,1351,3,0,7,878,656,4,10,1,0
1285,4431,7,235,134,1,2,1,1234,1255,4,8,8,0
1286,4067,7,3711,948,2,2,1,234,92,2,7,1,1
1287,2545,16,1821,1494,2,2,1,338,1287,3,7,1,0
1288,5037,8,1861,600,1,1,2,930,1367,2,12,16,0
1289,2302,5,2944,735,2,0,7,26,417,1,16,16,1
1290,392,7,3810,591,1,0,7,1022,1389,1,7,15,1
1291,374,11,1691,2696,4,2,4,1018,381,3,7,0,0
1292,2712,6,2568,342,1,0,7,65,888,2,6,1,1
1293,3733,6,2708,12,1,0,7,137,964,3,10,1,1
1294,1097,5,4006,1652,2,0,7,353,680,1,4,1,1
1295,2312,10,3324,766,1,0,1,27,202,2,5,4,1
1296,1606,6,3017,872,2,0,1,1085,954,3,7,7,1
1297,5999,16,3733,1824,5,11,3,436,868,3,8,8,1
1298,3708,6,3818,237,1,0,1,131,564,2,6,1,1
1299,2610,10,2412,536,3,0,2,338,1287,3,6,1,1
1300,5876,17,962,1269,4,2,4,700,396,0,10,15,0
1301,4077,12,3994,1329,2,5,5,1182,780,3,10,7,1
1302,4978,7,1974,2203,2,0,1,136,1016,1,9,32,0
1303,3270,7,1124,2025,1,1,1,1085,954,4,7,27,0
1304,5166,5,1997,89,1,0,7,1105,148,1,5,30,0
1305,5955,9,3435,1626,1,1,2,433,596,1,12,1,1
1306,5550,5,1107,253,2,0,7,838,137,2,3,1,0
1307,5431,4,3367,176,1,0,7,637,1123,3,16,0,1
1308,2133,13,2124,1955,5,3,7,16,924,3,7,15,0
1309,1311,6,4250,426,2,0,0,909,1388,2,6,8,1
1310,11,8,293,1791,3,0,2,441,1028,4,7,8,0
1311,360,8,311,1924,2,1,7,297,1079,0,3,1,0
1312,6091,6,960,1469,2,4,1,1099,839,0,3,3,0
1313,2125,27,2985,2609,6,1,8,312,1269,2,11,1,1
1314,90,7,937,352,1,0,1,467,1086,1,10,1,0
1315,2573,5,3259,571,2,2,7,338,1287,1,6,21,1
1316,4595,13,2432,2079,1,4,3,806,1224,1,2,26,1
1317,4115,11,3441,2334,3,0,3,1185,1193,3,6,8,1
1318,1269,9,272,1154,2,0,1,367,1267,1,2,1,0
1319,2828,14,3620,1181,5,0,7,899,829,4,9,1,1
1320,3847,9,4216,1623,6,0,7,619,1144,1,9,1,1
1321,3644,6,3608,1034,1,0,7,778,1316,2,8,1,1
1322,540,49,1285,2761,6,5,14,547,165,3,13,8,0
1323,1617,5,584,72,3,0,7,919,1277,0,10,0,0
1324,4919,5,2918,136,3,0,7,93,753,2,12,14,1
1325,5934,6,4413,233,0,5,7,431,748,3,10,1,1
1326,4488,8,2311,708,3,1,7,542,1321,1,6,1,1
1327,2384,7,2304,190,1,0,0,29,1252,3,14,7,1
1328,6144,7,2252,1571,4,0,7,1103,1323,1,9,8,1
1329,863,7,2254,778,2,1,0,338,1287,3,10,1,1
1330,2031,6,730,130,1,0,1,532,1128,3,11,6,0
1331,3262,5,3955,679,1,5,7,1332,934,4,7,11,1
1332,165,8,2612,770,2,0,0,490,1380,4,10,27,1
1333,2037,5,3437,32,2,0,7,297,1079,1,10,4,1
1334,5346,11,4073,1977,1,0,7,612,892,1,8,1,1
1335,1850,16,1125,999,3,1,3,490,1380,3,10,27,0
1336,5907,7,2844,231,1,1,0,847,961,3,5,3,1
1337,99,6,4236,394,5,0,2,469,789,3,12,15,1
1338,535,5,406,1126,3,0,1,546,150,1,12,8,0
1339,3225,6,2942,2072,3,4,7,376,440,2,4,1,1
1340,1886,8,972,62,2,2,7,501,970,0,8,1,0
1341,2788,6,3162,405,2,1,7,75,1288,2,2,13,1
1342,4159,5,4215,150,1,0,7,780,251,1,2,1,1
1343,5218,6,2713,404,1,0,7,1110,717,3,4,1,1
1344,3518,6,701,198,2,0,7,83,1202,1,13,1,0
1345,3491,6,4338,378,4,0,7,730,1191,0,7,1,1
1346,2675,5,865,298,1,0,7,341,727,1,9,1,0
1347,1553,6,1546,386,1,1,7,1306,537,1,1,1,0
1348,4143,7,2617,808,2,0,1,180,862,2,11,15,1
1349,3600,8,2313,497,2,0,1,99,745,4,9,30,1
1350,3221,9,1627,2482,12,0,10,593,965,0,13,15,0
1351,1835,8,4095,2399,3,4,7,487,1304,2,6,16,1
1352,3798,24,333,1949,10,3,20,192,852,3,10,1,0
1353,698,5,1180,624,1,0,7,28,1246,3,5,0,0
1354,2007,5,1109,766,2,0,7,292,858,2,2,30,0
1355,3143,5,3051,521,4,0,7,588,1383,1,3,1,1
1356,5871,8,3485,744,3,2,1,697,1181,2,10,1,1
1357,681,8,1575,562,2,0,1,28,1246,4,10,0,0
1358,5102,6,466,955,3,3,7,190,751,2,13,16,0
1359,955,12,2129,2545,1,2,2,1276,864,3,8,1,0
1360,2530,13,2750,622,3,0,1,338,1287,2,6,1,1
1361,5975,10,1478,1299,5,0,7,434,1276,1,8,16,0
1362,6018,8,920,1750,1,6,1,1150,524,2,4,27,0
1363,5064,6,1533,1458,1,0,2,170,183,2,6,1,0
1364,5088,8,4243,1652,4,3,1,182,871,4,6,16,1
1365,1636,7,2821,638,2,0,7,1338,69,1,7,27,1
1366,5181,8,4177,1535,0,0,7,788,1216,1,7,8,1
1367,3286,7,50,939,4,0,1,1085,954,3,8,15,0
1368,2358,5,650,874,3,0,1,28,1246,2,5,6,0
1369,6097,9,3029,983,0,3,1,310,1310,1,10,1,1
1370,1227,6,4441,279,1,0,1,909,1388,4,10,1,1
1371,272,27,1881,2662,18,2,1,6,948,0,6,34,0
1372,2451,23,117,2718,22,1,6,1266,897,2,9,8,0
1373,656,6,1914,1324,1,3,1,28,1246,4,9,0,0
1374,448,6,2695,996,1,1,1,312,1269,4,9,30,1
1375,1187,19,4325,2382,3,1,3,357,1106,4,8,15,1
1376,1538,9,559,1942,3,2,7,91,528,4,7,16,0
1377,5415,8,1207,36,1,0,7,814,1354,2,10,1,0
1378,3554,8,2827,414,2,0,2,96,1399,3,21,8,1
1379,5509,10,3858,1426,1,0,1,1035,1263,4,7,13,1
1380,857,6,2678,30,2,0,7,338,1287,2,8,4,1
1381,1261,5,1359,1405,2,2,7,1072,875,1,10,24,0
1382,390,16,2933,2582,6,0,2,1022,1389,2,8,6,1
1383,678,18,1394,2539,9,1,9,28,1246,2,8,1,0
1384,2430,8,1729,1705,1,0,0,1264,799,2,9,8,0
1385,440,8,2498,1401,1,0,2,312,1269,3,8,29,1
1386,5140,5,2039,145,3,1,7,181,1034,1,3,4,0
1387,3246,8,3940,1308,3,0,7,1080,660,4,4,8,1
1388,4674,7,1538,623,3,0,7,1246,597,2,5,1,0
1389,5718,5,4165,97,2,0,7,663,360,2,4,1,1
1390,2931,8,265,1470,4,0,1,365,654,2,4,1,0
1391,4555,6,1085,2214,2,1,2,981,632,2,11,1,0
1392,901,6,2475,189,0,4,7,338,1287,2,3,0,1
1393,4133,8,2244,2353,3,0,1,1185,1193,2,5,8,0
1394,82,10,3231,1338,4,5,1,467,1086,3,8,15,1
1395,2152,5,2385,233,1,0,7,18,709,0,5,1,1
1396,1521,11,4458,1489,2,0,2,591,676,2,4,6,1
1397,130,5,1264,743,4,0,7,483,1062,4,6,0,0
1398,1744,6,4144,2024,2,4,0,453,177,2,4,15,1
1399,105,19,3840,1515,7,8,9,472,817,2,15,9,1
1400,1275,20,346,2347,3,0,10,585,1320,3,9,1,0
1401,2866,6,3932,726,2,2,1,1315,384,2,5,8,1
1402,362,6,4402,2048,6,0,1,534,1270,3,3,16,1
1403,4361,6,1166,319,2,0,7,958,442,4,6,11,0
1404,3705,28,1430,934,11,1,16,128,114,2,5,1,0
1405,6049,8,1932,2219,1,2,7,1092,87,1,9,8,0
1406,3307,5,812,456,1,0,7,1308,60,4,4,8,0
1407,3074,29,155,2563,7,0,9,588,1383,1,5,21,0
1408,4827,10,2637,327,2,1,2,32,1379,3,5,0,1
1409,713,7,2304,190,1,0,0,29,1252,3,14,7,1
1410,3052,14,3071,2174,1,0,7,588,1383,1,4,1,1
1411,3951,5,755,150,1,0,7,213,976,3,9,30,0
1412,3529,7,2733,2435,3,5,2,739,1204,1,12,16,1
1413,2959,5,1767,613,2,0,7,83,1201,3,8,0,0
1414,3351,5,1216,936,1,0,7,1,1014,1,6,1,0
1415,4540,6,3534,637,1,2,7,561,881,2,3,26,1
1416,3144,6,1298,1565,3,0,7,588,1383,4,2,15,0
1417,6053,5,841,448,2,1,7,1155,765,2,9,1,0
1418,5799,11,309,1485,1,0,3,755,1018,2,9,1,0
1419,5387,37,2372,1833,3,6,3,809,72,1,13,0,1
1420,2810,6,4091,1831,2,0,7,1288,355,2,11,1,1
1421,2914,10,2519,2354,5,1,2,80,1073,0,6,6,1
1422,3622,58,4326,2212,10,0,22,763,813,3,7,1,1
1423,5559,6,4017,132,0,0,7,645,991,2,14,1,1
1424,1560,6,2942,2072,3,4,7,376,440,2,4,1,1
1425,1720,8,546,120,6,0,7,449,830,0,5,1,0
1426,6146,6,2702,351,0,2,7,779,771,2,5,21,1
1427,1359,8,830,155,1,0,0,586,195,2,11,9,0
1428,1103,6,2090,999,3,2,7,355,1245,2,9,1,0
1429,2446,5,4321,83,1,0,7,1266,897,4,12,8,1
1430,4494,5,3905,1245,1,2,7,798,1127,2,11,1,1
1431,3117,11,2878,1736,3,0,1,1327,379,1,6,1,1
1432,2876,11,502,791,3,0,2,358,1052,2,4,1,0
1433,1255,5,3309,211,5,0,2,80,1073,2,5,8,1
1434,5406,5,1089,110,0,2,7,1022,1390,0,8,17,0
1435,4174,25,2101,2678,3,0,3,1190,454,2,3,0,0
1436,4113,5,3235,449,1,1,7,1185,1193,3,6,8,1
1437,1757,7,1764,596,8,0,7,461,1198,1,3,13,0
1438,4454,6,2465,36,2,0,7,795,188,3,5,4,1
1439,103,6,362,1961,1,1,7,471,1019,1,5,8,0
1440,552,65,3924,2709,7,0,27,866,284,2,5,1,1
1441,3137,7,1978,1931,3,0,7,588,1383,3,5,16,0
1442,2525,7,2144,1348,4,1,2,1068,936,2,2,1,0
1443,908,14,2209,1096,6,4,2,338,1287,4,3,1,0
1444,1944,12,679,2098,3,2,2,283,1346,3,10,36,0
1445,5763,7,241,1851,1,2,2,429,543,2,7,32,0
1446,2694,7,3967,1268,2,0,7,343,303,2,3,16,1
1447,5888,7,3835,340,0,2,7,708,495,3,11,1,1
1448,2908,7,1590,489,0,0,7,1318,22,1,4,4,0
1449,5034,7,2599,395,2,0,7,930,1367,2,11,16,1
1450,2841,8,2113,1582,2,0,1,1289,1092,3,8,8,0
1451,3995,7,2737,1280,2,0,1,221,1351,2,4,7,1
1452,3826,5,504,487,2,0,7,1170,279,1,5,1,0
1453,77,12,728,1557,1,5,5,463,193,4,9,37,0
1454,3073,20,1980,2533,14,6,6,588,1383,2,3,1,0
1455,643,8,2988,2209,3,1,7,28,1246,4,8,0,1
1456,1249,7,2046,552,2,0,7,80,1073,2,7,22,0
1457,4470,7,836,402,0,2,1,1203,425,1,8,32,0
1458,4170,9,2356,1796,2,1,1,394,505,1,8,15,1
1459,548,90,4000,2762,10,0,24,863,1394,1,4,30,1
1460,1069,8,3084,1471,1,0,2,577,814,2,6,27,1
1461,2589,5,1963,322,2,0,7,338,1287,1,1,1,0
1462,3889,9,2055,1708,1,0,3,487,1306,3,12,15,0
1463,3876,9,165,2530,2,1,2,481,1173,2,3,27,0
1464,1803,9,2965,2480,6,1,2,478,683,2,6,36,1
1465,3884,7,803,2528,3,1,1,486,278,2,12,32,0
1466,3837,6,3325,202,0,0,1,1172,174,3,11,8,1
1467,2210,8,3869,425,1,0,7,860,912,2,6,1,1
1468,546,6,194,1662,3,2,7,322,129,1,6,8,0
1469,2477,6,69,993,2,4,7,1268,38,2,19,17,0
1470,3238,6,1213,437,2,0,1,95,1095,1,9,26,0
1471,85,7,98,1184,1,0,2,467,1086,1,17,1,0
1472,3010,5,586,66,1,4,7,367,1267,0,12,11,0
1473,875,16,1821,1494,2,2,1,338,1287,3,7,1,0
1474,3116,10,3854,1741,3,1,2,1327,379,1,3,17,1
1475,3173,7,3773,1795,4,0,3,1074,1236,2,5,8,1
1476,2316,9,1766,2215,2,2,7,28,1246,4,9,0,0
1477,4463,23,1076,1845,1,0,7,1202,984,4,13,1,0
1478,1388,6,1702,1072,2,0,7,588,1383,2,2,13,0
1479,5152,5,2704,137,2,0,7,961,899,3,11,9,1
1480,4213,6,3796,519,3,0,7,530,580,2,3,1,1
1481,920,7,141,96,3,11,2,338,1287,3,5,1,0
1482,4122,9,3959,1023,1,2,1,387,387,3,8,1,1
1483,3488,13,3037,1771,1,3,1,70,921,1,6,1,1
1484,3772,7,3175,1658,1,0,7,149,1015,2,7,1,1
1485,3093,6,3350,267,2,0,7,369,707,2,6,15,1
1486,3568,6,529,118,1,0,1,746,527,1,5,4,0
1487,3702,5,995,848,1,0,7,124,805,4,11,8,0
1488,1273,10,380,2152,1,0,2,585,1320,2,8,1,0
1489,1036,5,4154,396,1,1,7,891,877,2,9,16,1
1490,5638,5,655,6,1,0,0,1057,1140,2,4,1,0
1491,2190,6,729,1172,1,0,7,317,388,1,6,1,0
1492,2674,5,2087,58,2,0,7,341,727,3,3,0,0
1493,4649,6,4063,1792,1,1,7,809,72,1,8,8,1
1494,2471,5,2429,802,5,2,7,886,662,3,22,11,1
1495,3547,6,4268,93,1,0,7,91,528,1,13,1,1
1496,3751,13,1450,2189,3,1,2,1169,1404,2,5,26,0
1497,5521,5,2494,751,5,4,7,834,659,1,5,16,1
1498,4944,13,4174,419,8,7,1,111,1148,3,12,8,1
1499,2140,6,4301,831,3,1,1,1031,314,1,6,6,1
1500,3834,6,915,0,0,6,7,613,304,2,3,1,0
1501,5632,8,3354,1502,1,0,1,1056,217,3,8,14,1
1502,2411,9,1837,989,1,0,7,877,42,1,2,1,0
1503,4377,5,3376,104,1,0,7,257,565,2,6,1,1
